Sensor resistance (ohms) | -0.5 (0) (V) | Output (0) (V) | 0.5 (1) (V) | Output (1) (V)
10 | -0.5 | 5.00 | 0.5 | -5.00
11 | -0.5 | 5.50 | 0.5 | -5.50
12 | -0.5 | 6.00 | 0.5 | -6.00
13 | -0.5 | 6.50 | 0.5 | -6.50
14 | -0.5 | 7.00 | 0.5 | -7.00
15 | -0.5 | 7.50 | 0.5 | -7.50
16 | -0.5 | 8.00 | 0.5 | -8.00
17 | -0.5 | 8.50 | 0.5 | -8.50
18 | -0.5 | 9.00 | 0.5 | -9.00
19 | -0.5 | 9.50 | 0.5 | -9.50
20 | -0.5 | 10.00 | 0.5 | -10.00
21 | -0.5 | 10.50 | 0.5 | -10.50
22 | -0.5 | 11.00 | 0.5 | -11.00
23 | -0.5 | 11.50 | 0.5 | -11.50
24 | -0.5 | 12.00 | 0.5 | -12.00
25 | -0.5 | 12.50 | 0.5 | -12.50
26 | -0.5 | 13.00 | 0.5 | -13.00
27 | -0.5 | 13.50 | 0.5 | -13.50
28 | -0.5 | 14.00 | 0.5 | -14.00
29 | -0.5 | 14.50 | 0.5 | -14.50
30 | -0.5 | 15.00 | 0.5 | -15.00
31 | -0.5 | 15.50 | 0.5 | -15.50
32 | -0.5 | 16.00 | 0.5 | -16.00
33 | -0.5 | 16.50 | 0.5 | -16.50
34 | -0.5 | 17.00 | 0.5 | -17.00
35 | -0.5 | 17.50 | 0.5 | -17.50
36 | -0.5 | 18.00 | 0.5 | -18.00
37 | -0.5 | 18.50 | 0.5 | -18.50
38 | -0.5 | 19.00 | 0.5 | -19.00
39 | -0.5 | 19.50 | 0.5 | -19.50
40 | -0.5 | 20.00 | 0.5 | -20.00
41 | -0.5 | 20.50 | 0.5 | -20.50
42 | -0.5 | 21.00 | 0.5 | -21.00
43 | -0.5 | 21.50 | 0.5 | -21.50
44 | -0.5 | 22.00 | 0.5 | -22.00
45 | -0.5 | 22.50 | 0.5 | -22.50
46 | -0.5 | 23.00 | 0.5 | -23.00
47 | -0.5 | 23.50 | 0.5 | -23.50
48 | -0.5 | 24.00 | 0.5 | -24.00
49 | -0.5 | 24.50 | 0.5 | -24.50
50 | -0.5 | 25.00 | 0.5 | -25.00
51 | -0.5 | 25.50 | 0.5 | -25.50
52 | -0.5 | 26.00 | 0.5 | -26.00
53 | -0.5 | 26.50 | 0.5 | -26.50
54 | -0.5 | 27.00 | 0.5 | -27.00
55 | -0.5 | 27.50 | 0.5 | -27.50
56 | -0.5 | 28.00 | 0.5 | -28.00
57 | -0.5 | 28.50 | 0.5 | -28.50
58 | -0.5 | 29.00 | 0.5 | -29.00
59 | -0.5 | 29.50 | 0.5 | -29.50
60 | -0.5 | 30.00 | 0.5 | -30.00
61 | -0.5 | 30.50 | 0.5 | -30.50
62 | -0.5 | 31.00 | 0.5 | -31.00
63 | -0.5 | 31.50 | 0.5 | -31.50
64 | -0.5 | 32.00 | 0.5 | -32.00
65 | -0.5 | 32.50 | 0.5 | -32.50
66 | -0.5 | 33.00 | 0.5 | -33.00
67 | -0.5 | 33.50 | 0.5 | -33.50
68 | -0.5 | 34.00 | 0.5 | -34.00
69 | -0.5 | 34.50 | 0.5 | -34.50
70 | -0.5 | 35.00 | 0.5 | -35.00
71 | -0.5 | 35.50 | 0.5 | -35.50
72 | -0.5 | 36.00 | 0.5 | -36.00
73 | -0.5 | 36.50 | 0.5 | -36.50
74 | -0.5 | 37.00 | 0.5 | -37.00
75 | -0.5 | 37.50 | 0.5 | -37.50
76 | -0.5 | 38.00 | 0.5 | -38.00
77 | -0.5 | 38.50 | 0.5 | -38.50
78 | -0.5 | 39.00 | 0.5 | -39.00
79 | -0.5 | 39.50 | 0.5 | -39.50
80 | -0.5 | 40.00 | 0.5 | -40.00
81 | -0.5 | 40.50 | 0.5 | -40.50
82 | -0.5 | 41.00 | 0.5 | -41.00
83 | -0.5 | 41.50 | 0.5 | -41.50
84 | -0.5 | 42.00 | 0.5 | -42.00
85 | -0.5 | 42.50 | 0.5 | -42.50
86 | -0.5 | 43.00 | 0.5 | -43.00
87 | -0.5 | 43.50 | 0.5 | -43.50
88 | -0.5 | 44.00 | 0.5 | -44.00
89 | -0.5 | 44.50 | 0.5 | -44.50
90 | -0.5 | 45.00 | 0.5 | -45.00
91 | -0.5 | 45.50 | 0.5 | -45.50
92 | -0.5 | 46.00 | 0.5 | -46.00
93 | -0.5 | 46.50 | 0.5 | -46.50
94 | -0.5 | 47.00 | 0.5 | -47.00
95 | -0.5 | 47.50 | 0.5 | -47.50
96 | -0.5 | 48.00 | 0.5 | -48.00
97 | -0.5 | 48.50 | 0.5 | -48.50
98 | -0.5 | 49.00 | 0.5 | -49.00
99 | -0.5 | 49.50 | 0.5 | -49.50
100 | -0.5 | 50.00 | 0.5 | -50.00
101 | -0.5 | 50.50 | 0.5 | -50.50
102 | -0.5 | 51.00 | 0.5 | -51.00
103 | -0.5 | 51.50 | 0.5 | -51.50
104 | -0.5 | 52.00 | 0.5 | -52.00
105 | -0.5 | 52.50 | 0.5 | -52.50
106 | -0.5 | 53.00 | 0.5 | -53.00
107 | -0.5 | 53.50 | 0.5 | -53.50
108 | -0.5 | 54.00 | 0.5 | -54.00
109 | -0.5 | 54.50 | 0.5 | -54.50
110 | -0.5 | 55.00 | 0.5 | -55.00
111 | -0.5 | 55.50 | 0.5 | -55.50
112 | -0.5 | 56.00 | 0.5 | -56.00
113 | -0.5 | 56.50 | 0.5 | -56.50
114 | -0.5 | 57.00 | 0.5 | -57.00
115 | -0.5 | 57.50 | 0.5 | -57.50
116 | -0.5 | 58.00 | 0.5 | -58.00
117 | -0.5 | 58.50 | 0.5 | -58.50
118 | -0.5 | 59.00 | 0.5 | -59.00
119 | -0.5 | 59.50 | 0.5 | -59.50
120 | -0.5 | 60.00 | 0.5 | -60.00
121 | -0.5 | 60.50 | 0.5 | -60.50
122 | -0.5 | 61.00 | 0.5 | -61.00
123 | -0.5 | 61.50 | 0.5 | -61.50
124 | -0.5 | 62.00 | 0.5 | -62.00
125 | -0.5 | 62.50 | 0.5 | -62.50
126 | -0.5 | 63.00 | 0.5 | -63.00
127 | -0.5 | 63.50 | 0.5 | -63.50
128 | -0.5 | 64.00 | 0.5 | -64.00
129 | -0.5 | 64.50 | 0.5 | -64.50
130 | -0.5 | 65.00 | 0.5 | -65.00
131 | -0.5 | 65.50 | 0.5 | -65.50
132 | -0.5 | 66.00 | 0.5 | -66.00
133 | -0.5 | 66.50 | 0.5 | -66.50
134 | -0.5 | 67.00 | 0.5 | -67.00
135 | -0.5 | 67.50 | 0.5 | -67.50
136 | -0.5 | 68.00 | 0.5 | -68.00
137 | -0.5 | 68.50 | 0.5 | -68.50
138 | -0.5 | 69.00 | 0.5 | -69.00
139 | -0.5 | 69.50 | 0.5 | -69.50
140 | -0.5 | 70.00 | 0.5 | -70.00
141 | -0.5 | 70.50 | 0.5 | -70.50
142 | -0.5 | 71.00 | 0.5 | -71.00
143 | -0.5 | 71.50 | 0.5 | -71.50
144 | -0.5 | 72.00 | 0.5 | -72.00
145 | -0.5 | 72.50 | 0.5 | -72.50
146 | -0.5 | 73.00 | 0.5 | -73.00
147 | -0.5 | 73.50 | 0.5 | -73.50
148 | -0.5 | 74.00 | 0.5 | -74.00
149 | -0.5 | 74.50 | 0.5 | -74.50
150 | -0.5 | 75.00 | 0.5 | -75.00
151 | -0.5 | 75.50 | 0.5 | -75.50
152 | -0.5 | 76.00 | 0.5 | -76.00
153 | -0.5 | 76.50 | 0.5 | -76.50
154 | -0.5 | 77.00 | 0.5 | -77.00
155 | -0.5 | 77.50 | 0.5 | -77.50
156 | -0.5 | 78.00 | 0.5 | -78.00
157 | -0.5 | 78.50 | 0.5 | -78.50
158 | -0.5 | 79.00 | 0.5 | -79.00
159 | -0.5 | 79.50 | 0.5 | -79.50
160 | -0.5 | 80.00 | 0.5 | -80.00
161 | -0.5 | 80.50 | 0.5 | -80.50
162 | -0.5 | 81.00 | 0.5 | -81.00
163 | -0.5 | 81.50 | 0.5 | -81.50
164 | -0.5 | 82.00 | 0.5 | -82.00
165 | -0.5 | 82.50 | 0.5 | -82.50
166 | -0.5 | 83.00 | 0.5 | -83.00
167 | -0.5 | 83.50 | 0.5 | -83.50
168 | -0.5 | 84.00 | 0.5 | -84.00
169 | -0.5 | 84.50 | 0.5 | -84.50
170 | -0.5 | 85.00 | 0.5 | -85.00
171 | -0.5 | 85.50 | 0.5 | -85.50
172 | -0.5 | 86.00 | 0.5 | -86.00
173 | -0.5 | 86.50 | 0.5 | -86.50
174 | -0.5 | 87.00 | 0.5 | -87.00
175 | -0.5 | 87.50 | 0.5 | -87.50
176 | -0.5 | 88.00 | 0.5 | -88.00
177 | -0.5 | 88.50 | 0.5 | -88.50
178 | -0.5 | 89.00 | 0.5 | -89.00
179 | -0.5 | 89.50 | 0.5 | -89.50
180 | -0.5 | 90.00 | 0.5 | -90.00
181 | -0.5 | 90.50 | 0.5 | -90.50
182 | -0.5 | 91.00 | 0.5 | -91.00
183 | -0.5 | 91.50 | 0.5 | -91.50
184 | -0.5 | 92.00 | 0.5 | -92.00
185 | -0.5 | 92.50 | 0.5 | -92.50
186 | -0.5 | 93.00 | 0.5 | -93.00
187 | -0.5 | 93.50 | 0.5 | -93.50
188 | -0.5 | 94.00 | 0.5 | -94.00
189 | -0.5 | 94.50 | 0.5 | -94.50
190 | -0.5 | 95.00 | 0.5 | -95.00
191 | -0.5 | 95.50 | 0.5 | -95.50
192 | -0.5 | 96.00 | 0.5 | -96.00
193 | -0.5 | 96.50 | 0.5 | -96.50
194 | -0.5 | 97.00 | 0.5 | -97.00
195 | -0.5 | 97.50 | 0.5 | -97.50
196 | -0.5 | 98.00 | 0.5 | -98.00
197 | -0.5 | 98.50 | 0.5 | -98.50
198 | -0.5 | 99.00 | 0.5 | -99.00
199 | -0.5 | 99.50 | 0.5 | -99.50
200 | -0.5 | 100.00 | 0.5 | -100.00
201 | -0.5 | 100.50 | 0.5 | -100.50
202 | -0.5 | 101.00 | 0.5 | -101.00
203 | -0.5 | 101.50 | 0.5 | -101.50
204 | -0.5 | 102.00 | 0.5 | -102.00
205 | -0.5 | 102.50 | 0.5 | -102.50
206 | -0.5 | 103.00 | 0.5 | -103.00
207 | -0.5 | 103.50 | 0.5 | -103.50
208 | -0.5 | 104.00 | 0.5 | -104.00
209 | -0.5 | 104.50 | 0.5 | -104.50
210 | -0.5 | 105.00 | 0.5 | -105.00
211 | -0.5 | 105.50 | 0.5 | -105.50
212 | -0.5 | 106.00 | 0.5 | -106.00
213 | -0.5 | 106.50 | 0.5 | -106.50
214 | -0.5 | 107.00 | 0.5 | -107.00
215 | -0.5 | 107.50 | 0.5 | -107.50
216 | -0.5 | 108.00 | 0.5 | -108.00
217 | -0.5 | 108.50 | 0.5 | -108.50
218 | -0.5 | 109.00 | 0.5 | -109.00
219 | -0.5 | 109.50 | 0.5 | -109.50
220 | -0.5 | 110.00 | 0.5 | -110.00
221 | -0.5 | 110.50 | 0.5 | -110.50
222 | -0.5 | 111.00 | 0.5 | -111.00
223 | -0.5 | 111.50 | 0.5 | -111.50
224 | -0.5 | 112.00 | 0.5 | -112.00
225 | -0.5 | 112.50 | 0.5 | -112.50
226 | -0.5 | 113.00 | 0.5 | -113.00
227 | -0.5 | 113.50 | 0.5 | -113.50
228 | -0.5 | 114.00 | 0.5 | -114.00
229 | -0.5 | 114.50 | 0.5 | -114.50
230 | -0.5 | 115.00 | 0.5 | -115.00
231 | -0.5 | 115.50 | 0.5 | -115.50
232 | -0.5 | 116.00 | 0.5 | -116.00
233 | -0.5 | 116.50 | 0.5 | -116.50
234 | -0.5 | 117.00 | 0.5 | -117.00
235 | -0.5 | 117.50 | 0.5 | -117.50
236 | -0.5 | 118.00 | 0.5 | -118.00
237 | -0.5 | 118.50 | 0.5 | -118.50
238 | -0.5 | 119.00 | 0.5 | -119.00
239 | -0.5 | 119.50 | 0.5 | -119.50
240 | -0.5 | 120.00 | 0.5 | -120.00
241 | -0.5 | 120.50 | 0.5 | -120.50
242 | -0.5 | 121.00 | 0.5 | -121.00
243 | -0.5 | 121.50 | 0.5 | -121.50
244 | -0.5 | 122.00 | 0.5 | -122.00
245 | -0.5 | 122.50 | 0.5 | -122.50
246 | -0.5 | 123.00 | 0.5 | -123.00
247 | -0.5 | 123.50 | 0.5 | -123.50
248 | -0.5 | 124.00 | 0.5 | -124.00
249 | -0.5 | 124.50 | 0.5 | -124.50
250 | -0.5 | 125.00 | 0.5 | -125.00
251 | -0.5 | 125.50 | 0.5 | -125.50
252 | -0.5 | 126.00 | 0.5 | -126.00
253 | -0.5 | 126.50 | 0.5 | -126.50
254 | -0.5 | 127.00 | 0.5 | -127.00
255 | -0.5 | 127.50 | 0.5 | -127.50
256 | -0.5 | 128.00 | 0.5 | -128.00
257 | -0.5 | 128.50 | 0.5 | -128.50
258 | -0.5 | 129.00 | 0.5 | -129.00
259 | -0.5 | 129.50 | 0.5 | -129.50
260 | -0.5 | 130.00 | 0.5 | -130.00
261 | -0.5 | 130.50 | 0.5 | -130.50
262 | -0.5 | 131.00 | 0.5 | -131.00
263 | -0.5 | 131.50 | 0.5 | -131.50
264 | -0.5 | 132.00 | 0.5 | -132.00
265 | -0.5 | 132.50 | 0.5 | -132.50
266 | -0.5 | 133.00 | 0.5 | -133.00
267 | -0.5 | 133.50 | 0.5 | -133.50
268 | -0.5 | 134.00 | 0.5 | -134.00
269 | -0.5 | 134.50 | 0.5 | -134.50
270 | -0.5 | 135.00 | 0.5 | -135.00
271 | -0.5 | 135.50 | 0.5 | -135.50
272 | -0.5 | 136.00 | 0.5 | -136.00
273 | -0.5 | 136.50 | 0.5 | -136.50
274 | -0.5 | 137.00 | 0.5 | -137.00
275 | -0.5 | 137.50 | 0.5 | -137.50
276 | -0.5 | 138.00 | 0.5 | -138.00
277 | -0.5 | 138.50 | 0.5 | -138.50
278 | -0.5 | 139.00 | 0.5 | -139.00
279 | -0.5 | 139.50 | 0.5 | -139.50
280 | -0.5 | 140.00 | 0.5 | -140.00
281 | -0.5 | 140.50 | 0.5 | -140.50
282 | -0.5 | 141.00 | 0.5 | -141.00
283 | -0.5 | 141.50 | 0.5 | -141.50
284 | -0.5 | 142.00 | 0.5 | -142.00
285 | -0.5 | 142.50 | 0.5 | -142.50
286 | -0.5 | 143.00 | 0.5 | -143.00
287 | -0.5 | 143.50 | 0.5 | -143.50
288 | -0.5 | 144.00 | 0.5 | -144.00
289 | -0.5 | 144.50 | 0.5 | -144.50
290 | -0.5 | 145.00 | 0.5 | -145.00
291 | -0.5 | 145.50 | 0.5 | -145.50
292 | -0.5 | 146.00 | 0.5 | -146.00
293 | -0.5 | 146.50 | 0.5 | -146.50
294 | -0.5 | 147.00 | 0.5 | -147.00
295 | -0.5 | 147.50 | 0.5 | -147.50
296 | -0.5 | 148.00 | 0.5 | -148.00
297 | -0.5 | 148.50 | 0.5 | -148.50
298 | -0.5 | 149.00 | 0.5 | -149.00
299 | -0.5 | 149.50 | 0.5 | -149.50
300 | -0.5 | 150.00 | 0.5 | -150.00
301 | -0.5 | 150.50 | 0.5 | -150.50
302 | -0.5 | 151.00 | 0.5 | -151.00
303 | -0.5 | 151.50 | 0.5 | -151.50
304 | -0.5 | 152.00 | 0.5 | -152.00
305 | -0.5 | 152.50 | 0.5 | -152.50
306 | -0.5 | 153.00 | 0.5 | -153.00
307 | -0.5 | 153.50 | 0.5 | -153.50
308 | -0.5 | 154.00 | 0.5 | -154.00
309 | -0.5 | 154.50 | 0.5 | -154.50
310 | -0.5 | 155.00 | 0.5 | -155.00
311 | -0.5 | 155.50 | 0.5 | -155.50
312 | -0.5 | 156.00 | 0.5 | -156.00
313 | -0.5 | 156.50 | 0.5 | -156.50
314 | -0.5 | 157.00 | 0.5 | -157.00
315 | -0.5 | 157.50 | 0.5 | -157.50
316 | -0.5 | 158.00 | 0.5 | -158.00
317 | -0.5 | 158.50 | 0.5 | -158.50
318 | -0.5 | 159.00 | 0.5 | -159.00
