Sensor resistance (ohms) | -0.5 (0) (V) | Output (0) (V) | 0.5 (1) (V) | Output (1) (V)
10 | -0.5 | 0.00 | 0.5 | -0.00
11 | -0.5 | 0.00 | 0.5 | -0.00
12 | -0.5 | 0.00 | 0.5 | -0.00
13 | -0.5 | 0.00 | 0.5 | -0.00
14 | -0.5 | 0.00 | 0.5 | -0.00
15 | -0.5 | 0.00 | 0.5 | -0.00
16 | -0.5 | 0.00 | 0.5 | -0.00
17 | -0.5 | 0.00 | 0.5 | -0.00
18 | -0.5 | 0.00 | 0.5 | -0.00
19 | -0.5 | 0.00 | 0.5 | -0.00
20 | -0.5 | 0.00 | 0.5 | -0.00
21 | -0.5 | 0.00 | 0.5 | -0.00
22 | -0.5 | 0.00 | 0.5 | -0.00
23 | -0.5 | 0.00 | 0.5 | -0.00
24 | -0.5 | 0.00 | 0.5 | -0.00
25 | -0.5 | 0.00 | 0.5 | -0.00
26 | -0.5 | 0.00 | 0.5 | -0.00
27 | -0.5 | 0.00 | 0.5 | -0.00
28 | -0.5 | 0.00 | 0.5 | -0.00
29 | -0.5 | 0.00 | 0.5 | -0.00
30 | -0.5 | 0.00 | 0.5 | -0.00
31 | -0.5 | 0.00 | 0.5 | -0.00
32 | -0.5 | 0.00 | 0.5 | -0.00
33 | -0.5 | 0.00 | 0.5 | -0.00
34 | -0.5 | 0.00 | 0.5 | -0.00
35 | -0.5 | 0.00 | 0.5 | -0.00
36 | -0.5 | 0.00 | 0.5 | -0.00
37 | -0.5 | 0.00 | 0.5 | -0.00
38 | -0.5 | 0.00 | 0.5 | -0.00
39 | -0.5 | 0.00 | 0.5 | -0.00
40 | -0.5 | 0.00 | 0.5 | -0.00
41 | -0.5 | 0.00 | 0.5 | -0.00
42 | -0.5 | 0.00 | 0.5 | -0.00
43 | -0.5 | 0.00 | 0.5 | -0.00
44 | -0.5 | 0.00 | 0.5 | -0.00
45 | -0.5 | 0.00 | 0.5 | -0.00
46 | -0.5 | 0.00 | 0.5 | -0.00
47 | -0.5 | 0.00 | 0.5 | -0.00
48 | -0.5 | 0.00 | 0.5 | -0.00
49 | -0.5 | 0.00 | 0.5 | -0.00
50 | -0.5 | 0.00 | 0.5 | -0.00
51 | -0.5 | 0.00 | 0.5 | -0.00
52 | -0.5 | 0.00 | 0.5 | -0.00
53 | -0.5 | 0.00 | 0.5 | -0.00
54 | -0.5 | 0.00 | 0.5 | -0.00
55 | -0.5 | 0.00 | 0.5 | -0.00
56 | -0.5 | 0.00 | 0.5 | -0.00
57 | -0.5 | 0.00 | 0.5 | -0.00
58 | -0.5 | 0.00 | 0.5 | -0.00
59 | -0.5 | 0.00 | 0.5 | -0.00
60 | -0.5 | 0.00 | 0.5 | -0.00
61 | -0.5 | 0.00 | 0.5 | -0.00
62 | -0.5 | 0.00 | 0.5 | -0.00
63 | -0.5 | 0.00 | 0.5 | -0.00
64 | -0.5 | 0.00 | 0.5 | -0.00
65 | -0.5 | 0.00 | 0.5 | -0.00
66 | -0.5 | 0.00 | 0.5 | -0.00
67 | -0.5 | 0.00 | 0.5 | -0.00
68 | -0.5 | 0.00 | 0.5 | -0.00
69 | -0.5 | 0.00 | 0.5 | -0.00
70 | -0.5 | 0.00 | 0.5 | -0.00
71 | -0.5 | 0.00 | 0.5 | -0.00
72 | -0.5 | 0.00 | 0.5 | -0.00
73 | -0.5 | 0.00 | 0.5 | -0.00
74 | -0.5 | 0.00 | 0.5 | -0.00
75 | -0.5 | 0.00 | 0.5 | -0.00
76 | -0.5 | 0.00 | 0.5 | -0.00
77 | -0.5 | 0.00 | 0.5 | -0.00
78 | -0.5 | 0.00 | 0.5 | -0.00
79 | -0.5 | 0.00 | 0.5 | -0.00
80 | -0.5 | 0.00 | 0.5 | -0.00
81 | -0.5 | 0.00 | 0.5 | -0.00
82 | -0.5 | 0.00 | 0.5 | -0.00
83 | -0.5 | 0.00 | 0.5 | -0.00
84 | -0.5 | 0.00 | 0.5 | -0.00
85 | -0.5 | 0.00 | 0.5 | -0.00
86 | -0.5 | 0.00 | 0.5 | -0.00
87 | -0.5 | 0.00 | 0.5 | -0.00
88 | -0.5 | 0.00 | 0.5 | -0.00
89 | -0.5 | 0.00 | 0.5 | -0.00
90 | -0.5 | 0.00 | 0.5 | -0.00
91 | -0.5 | 0.00 | 0.5 | -0.00
92 | -0.5 | 0.00 | 0.5 | -0.00
93 | -0.5 | 0.00 | 0.5 | -0.00
94 | -0.5 | 0.00 | 0.5 | -0.00
95 | -0.5 | 0.00 | 0.5 | -0.00
96 | -0.5 | 0.00 | 0.5 | -0.00
97 | -0.5 | 0.00 | 0.5 | -0.00
98 | -0.5 | 0.00 | 0.5 | -0.00
99 | -0.5 | 0.00 | 0.5 | -0.00
100 | -0.5 | 0.00 | 0.5 | -0.00
101 | -0.5 | 0.00 | 0.5 | -0.00
102 | -0.5 | 0.00 | 0.5 | -0.00
103 | -0.5 | 0.00 | 0.5 | -0.00
104 | -0.5 | 0.00 | 0.5 | -0.00
105 | -0.5 | 0.00 | 0.5 | -0.00
106 | -0.5 | 0.00 | 0.5 | -0.00
107 | -0.5 | 0.00 | 0.5 | -0.00
108 | -0.5 | 0.00 | 0.5 | -0.00
109 | -0.5 | 0.00 | 0.5 | -0.00
110 | -0.5 | 0.00 | 0.5 | -0.00
111 | -0.5 | 0.00 | 0.5 | -0.00
112 | -0.5 | 0.00 | 0.5 | -0.00
113 | -0.5 | 0.00 | 0.5 | -0.00
114 | -0.5 | 0.00 | 0.5 | -0.00
115 | -0.5 | 0.00 | 0.5 | -0.00
116 | -0.5 | 0.00 | 0.5 | -0.00
117 | -0.5 | 0.00 | 0.5 | -0.00
118 | -0.5 | 0.00 | 0.5 | -0.00
119 | -0.5 | 0.00 | 0.5 | -0.00
120 | -0.5 | 0.00 | 0.5 | -0.00
121 | -0.5 | 0.00 | 0.5 | -0.00
122 | -0.5 | 0.00 | 0.5 | -0.00
123 | -0.5 | 0.00 | 0.5 | -0.00
124 | -0.5 | 0.00 | 0.5 | -0.00
125 | -0.5 | 0.00 | 0.5 | -0.00
126 | -0.5 | 0.00 | 0.5 | -0.00
127 | -0.5 | 0.00 | 0.5 | -0.00
128 | -0.5 | 0.00 | 0.5 | -0.00
129 | -0.5 | 0.00 | 0.5 | -0.00
130 | -0.5 | 0.00 | 0.5 | -0.00
131 | -0.5 | 0.00 | 0.5 | -0.00
132 | -0.5 | 0.00 | 0.5 | -0.00
133 | -0.5 | 0.00 | 0.5 | -0.00
134 | -0.5 | 0.00 | 0.5 | -0.00
135 | -0.5 | 0.00 | 0.5 | -0.00
136 | -0.5 | 0.00 | 0.5 | -0.00
137 | -0.5 | 0.00 | 0.5 | -0.00
138 | -0.5 | 0.00 | 0.5 | -0.00
139 | -0.5 | 0.00 | 0.5 | -0.00
140 | -0.5 | 0.00 | 0.5 | -0.00
141 | -0.5 | 0.00 | 0.5 | -0.00
142 | -0.5 | 0.00 | 0.5 | -0.00
143 | -0.5 | 0.00 | 0.5 | -0.00
144 | -0.5 | 0.00 | 0.5 | -0.00
145 | -0.5 | 0.00 | 0.5 | -0.00
146 | -0.5 | 0.00 | 0.5 | -0.00
147 | -0.5 | 0.00 | 0.5 | -0.00
148 | -0.5 | 0.00 | 0.5 | -0.00
149 | -0.5 | 0.00 | 0.5 | -0.00
150 | -0.5 | 0.00 | 0.5 | -0.00
151 | -0.5 | 0.00 | 0.5 | -0.00
152 | -0.5 | 0.00 | 0.5 | -0.00
153 | -0.5 | 0.00 | 0.5 | -0.00
154 | -0.5 | 0.00 | 0.5 | -0.00
155 | -0.5 | 0.00 | 0.5 | -0.00
156 | -0.5 | 0.00 | 0.5 | -0.00
157 | -0.5 | 0.00 | 0.5 | -0.00
158 | -0.5 | 0.00 | 0.5 | -0.00
159 | -0.5 | 0.00 | 0.5 | -0.00
160 | -0.5 | 0.00 | 0.5 | -0.00
161 | -0.5 | 0.00 | 0.5 | -0.00
162 | -0.5 | 0.00 | 0.5 | -0.00
163 | -0.5 | 0.00 | 0.5 | -0.00
164 | -0.5 | 0.00 | 0.5 | -0.00
165 | -0.5 | 0.00 | 0.5 | -0.00
166 | -0.5 | 0.00 | 0.5 | -0.00
167 | -0.5 | 0.00 | 0.5 | -0.00
168 | -0.5 | 0.00 | 0.5 | -0.00
169 | -0.5 | 0.00 | 0.5 | -0.00
170 | -0.5 | 0.00 | 0.5 | -0.00
171 | -0.5 | 0.00 | 0.5 | -0.00
172 | -0.5 | 0.00 | 0.5 | -0.00
173 | -0.5 | 0.00 | 0.5 | -0.00
174 | -0.5 | 0.00 | 0.5 | -0.00
175 | -0.5 | 0.00 | 0.5 | -0.00
176 | -0.5 | 0.00 | 0.5 | -0.00
177 | -0.5 | 0.00 | 0.5 | -0.00
178 | -0.5 | 0.00 | 0.5 | -0.00
179 | -0.5 | 0.00 | 0.5 | -0.00
